smiles,min_bde_pred,Td
CC1(C)CC(=O)C2=C(C1)NC1=C(C2C2=CC=C(O2)[N+]([O-])=O)C(=O)CC(C)(C)C1,68.10593,522.15
NC1=NOC(C2=NON=C2N)=N1,76.50764,522.15
COC1=C(OC)C=C2C(C=C(CO)C(CO)=C2C2=CC(=NC=C2)N2C=C(C=CC2=O)[N+]([O-])=O)=C1,-8.030231,522.65
CC(C)(NC1=C(C(O)=NC(N)=N1)[N+]([O-])=O)C(COC1=CC=CC=C1)=NO,24.810436,523.15
CCC(CC)(NC1=C(C(O)=NC(N)=N1)[N+]([O-])=O)C(CO)=NO,32.18819,523.15
COC1=CC=C(C=C[N+]([O-])=O)C2=C1NC(=O)N2,38.296055,523.15
OC1=CC(C=CC2=CC=NC3=CC=CC=C23)=CC(=C1O)[N+]([O-])=O,10.738356,523.15
[O-][N+](=O)C1=C2N(C=N1)C(=O)C1=C(N=CN1C2=O)[N+]([O-])=O,62.044693,523.15
COCCN(N1N=NC(=N1)C1=CN=C(C=C1)C1=NN(N=N1)N(CCOC)C(C)=O)C(C)=O,23.276455,523.15
[O-][N+](=O)C1=C(C=C2N3C(=O)NN=C3C(=O)NC2=C1)N1CCOCC1,-0.83052456,523.15
[O-][N+](=O)C1=CC=C(C=C1)C1=NN2C(COC2=O)CC2=C1C=C1OCOC1=C2,15.361013,523.15
CC1=C(C(=O)NCC(O)=O)C2=C(NC(=O)C(=O)N2)C=C1[N+]([O-])=O,12.124609,523.15
CC1=NC(N2CCC(O)(CC2)C2=CC=CC=C2)=C(C(=O)N1)[N+]([O-])=O,20.556765,523.15
CC1=NC(N2CCN(CC2)C2=CC=CC=C2)=C(C(=O)N1)[N+]([O-])=O,17.141548,523.15
[O-][N+](=O)C1=CC=C(C=C1)C1=CC2=CC(=CC=C2OC1=O)[N+]([O-])=O,5.52435,523.15
CC1=CC(=CC(C)=C1)C1=C2N=CC=C(N2N=C1)C1=CC(=CC=C1)C1=NN=NN1,22.896034,523.15
O=[N+](C1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2[N+]([O-])=O)[O-],64.17421,523.15
O=[N+](N(CN1C([N+]([O-])=O)=CC([N+]([O-])=O)=N1)CN2C([N+]([O-])=O)=CC([N+]([O-])=O)=N2)[O-],79.504364,523.15
O=[N+](C1=CC2=C(N/C(N2)=N/[N+]([O-])=O)C=C1[N+]([O-])=O)[O-],6.369117,523.15
CC1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O,65.01178,523.2
CCCC1=C(OCC2=CC=CN3C(=O)C(CC4=NN=NN4)=CN=C23)C=CC(C(C)=O)=C1O,7.6909146,523.65
O=[N+]([O-])C1=C([H])C([N+]([O-])=O)=C([H])C([N+]([O-])=O)=C1C([H])([H])[H],16.134659,523.95
CC(C)(C)CN1C(=O)C(=O)NC2=CC(=C(C=C12)N1C=CC(C=NO)=C1)[N+]([O-])=O,2.4565637,524.15
O=[N+](C1=NNC(C2=NC([N+]([O-])=O)=NN2)=N1)[O-],79.67209,524.15
CC1(CN2C=NC3=C2C=CC=C3)CN2C=C(N=C2O1)[N+]([O-])=O,28.92051,524.25
CCCOC1=C(C=C(N)C=C1)C1=NC=C(C2=NN=NN2)C(=O)N1,7.584236,524.65
CNC1=CC=C(C=C1)C1=CC(OC)=CC(=N1)C(=O)NC1=NN=NN1,20.965363,524.65
COC1=CC(=NC(=C1)C1=CC=C(N)C=C1)C(=O)NC1=NN=NN1,19.993683,525.15
NN1N=C([N+]([O-])=O)C([N+]([O-])=O)=C1C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2N,73.84716,525.15
O=[N+](C1=C(N([H])C2=NN=NN2[H])N=C([H])C([N+]([O-])=O)=C1[H])[O-],24.956083,525.15
[O-][N+](=O)NC(=N)N,61.618816,525.2
[O-][N+](=O)C1=CC=C(C=C2NC(=O)NC2=O)C=C1,19.715862,525.65
COC1=CC=CC(=N1)C(=O)NC1=NN=NN1,22.70373,525.65
CN1N=C(C)C(NC2=C(C=CC=C2)[N+]([O-])=O)=C1C(O)=O,14.409628,526.65
[H]N1N=C([N+]([O-])=O)N([H])C1=O,80.43389,526.95
NC1=C2C(=O)CCCC2=NC2=CC=C(C=C12)[N+]([O-])=O,7.337089,527.15
CCCCC1=NC2=C(N1CC1=CC=C3C(=O)N(C=NC3=C1)C1=C(C=CC=C1)C1=NN=NN1)C(=CC=C2)C(O)=O,9.366916,527.15
NN1C(N)=C([N+]([O-])=O)C([N+]([O-])=O)=N1,75.611145,527.15
CCN1C2=C(C=CC=C2)C2=C1C(=O)C=C(O2)C1=NN=NN1,28.090128,528.15
CCN(CC)C1=CC=C(C=C1)C1=CC(C)=CC(=N1)C(=O)NC1=NN=NN1,19.770458,528.15
CCOC(=O)C1CC2=C(CN1)NC1=CC(=CC=C21)[N+]([O-])=O,17.947567,528.15
COC1=CC(=NC(C)=C1)C(=O)NC1=NN=NN1,24.80848,528.15
NC1=C(C=C2OCOC2=C1)C(=O)NC1=NN=NN1,9.466578,528.15
COC1=CC(=C2N=CC=C(C)C2=C1O)[N+]([O-])=O,14.711975,528.15
CC1=C2CCCCC2=C(C(=O)N1)[N+]([O-])=O,12.548399,528.15
CC1=NN=C(C2=CC=C(C=C2)[N+]([O-])=O)C2=C(C1)C=C(O)C(O)=C2,4.6586704,528.15
[H]N1N=NN=C1C2=NON=C2/N=N/C3=NON=C3C4=NN=NN4,78.85358,528.15
CCCOC1=C(C=C(C=C1)C1=NN=NN1)C1=NC(=O)C2=NN=NC2=N1,10.921278,529.15
CCNC1=CC=C(C=C1)C1=CC(OCC)=CC(=N1)C(=O)NC1=NN=NN1,20.780512,529.15
O=C1N2CCCC2OC2=CC3=C(C=C12)N=NN(CC1=CC2=NON=C2C=C1)C3=O,8.62829,529.15
NC1=NC(N2N=C([N+]([O-])=O)C=C2[N+]([O-])=O)=NN1,76.84679,529.15
CCCOC1=C(C=CC=C1)C1=NC=C(C2=NN=NN2)C(=O)N1,14.127193,529.65
CN1C2=C(C=C(C)C=C2)C2=C1C(=O)C=C(O2)C1=NN=NN1,28.20832,530.15
CC(=O)C1=CC(C)=CC(NC(=O)C2=NN=NN2)=C1O,8.23268,530.15
NC(C([N+]([O-])=O)=NN1CCN2N=NN=C2N)=C1[N+]([O-])=O,63.996513,530.15
CC(C)OC1=C(OC(C(=O)NC2=NN=NN2)=C1OC(C)C)C(=O)NC1=NN=NN1,65.618385,530.65
NC1=C2C=CC=C(C#N)C2=C(C=C1)[N+]([O-])=O,6.1382,530.65
[O-][N+](=O)C1=CC=C2C(=O)NC(=O)CC2=C1,12.965986,530.65
OC1CCCN(C1)C1=CN=CC(=N1)C(=O)NC1=NN=NN1,31.78809,531.15
CC1=CC(NCCC[C@@H](NC(=O)OC(C)(C)C)C(O)=O)=C(C=C1)[N+]([O-])=O,7.9436145,531.15
CC1=CC=CC(C(=O)NC2=NN=NN2)=C1N,9.134506,531.65
CC1=CC=C(O1)C=CC(=O)NC1=NN=NN1,69.55134,531.65
CC(=O)NC=C1NN2C(C=C1N)=NN=C2C1=CC=C(O1)[N+]([O-])=O,68.63716,532.15
[O-][N+](=O)C1=C(NN2C=CC3=CC=CC=C23)N=CN=C1NN1C=CC2=CC=CC=C12,28.621592,532.15
CC(=O)NC1=C(C2=C(C=C1C)N1CCC(O)C1=N2)[N+]([O-])=O,19.622135,532.15
CC1=C(NC2=NC=NC(=C2)C2=CN=CN=C2)C=C(C=C1)[N+]([O-])=O,13.130716,532.15
COC1=CC(=NC(=C1)C1=CC(N)=CC=C1)C(=O)NC1=NN=NN1,23.502039,532.65
CCN1N=NC(NC(=O)C2C3=CC=CC=C3OC3=C2C(OC)=CC=C3)=N1,15.689819,532.65
CC1=CC(=NC(=C1)C1=CC=C(N)C=C1)C(=O)NC1=NN=NN1,20.136597,533.15
[O-][N+](=O)C1=CC(=NC=C1)C(=O)NC1=NN=NN1,21.009949,533.15
CNC1=CN=CC(=N1)C(=O)NC1=NN=NN1,30.981995,533.15
CC1=CC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,21.13842,533.15
CCCC1=NC=CN1C1=C(C=C2NC(=O)C3=NNC(=O)N3C2=C1)[N+]([O-])=O,1.4421507,533.15
OC1CCN(CC1)C1=CN=CC(=N1)C(=O)NC1=NN=NN1,31.77996,533.35
CC(=O)C1=CC(C2=NN=NN2)=C(O)C=C1,14.241284,533.65
COC1=C2N=CN(C3=NN=NN3)C(=O)C2=CC=C1,12.679182,533.65
CC1=C(C(=O)NC2=CC=C(C=C2)[N+]([O-])=O)C(=NO1)C(O)=O,19.414734,533.65
NC1=CC(=CN=C1N)[N+]([O-])=O,28.439034,534.15
[O-][N+](=O)C1=CN2CC3(CCN(CC3)C(=O)CN3CCN(CC3)C3=NC4=C(O3)C=CC=C4)OC2=N1,28.738335,534.65
O=C(NC1=NN=NN1)C1=NC(C=CC2=CC=CC=C2)=CC=C1,23.438246,534.95
CCCC1=C(OCC(O)COC2=CC=C3C(O)=C(C(=O)OC3=C2)[N+]([O-])=O)C=CC(C(C)=O)=C1O,7.431988,535.15
CC1=CC=CC(C(=O)NC2=NN=NN2)=C1[N+]([O-])=O,5.6824827,535.65
CCOC(=O)C1=C(O)C=C2C(C=CC3=C2OC(N)=C(C#N)C3C2=CC(=CC=C2)[N+]([O-])=O)=C1,-1.5691692,535.65
CC(C)(C)CN1C(=O)C(=O)NC2=CC(=C(C=C12)N1C=CC(C=O)=C1)[N+]([O-])=O,2.486136,536.15
NC1=CC=C(C(NC2=CC=C3NN=CC3=C2)=N1)[N+]([O-])=O,16.940773,536.15
COC1=CC2=C(C=C1OC)C1=NN=C3C=CC(=CC3=C1N(CCN(C)C)C2=O)[N+]([O-])=O,1.936638,536.15
OC(=O)C1=NC(=CC(O)=C1)C1=CC(=CC=C1)[N+]([O-])=O,23.07058,536.65
CC1=CC(NCCC[C@H](N)C(O)=O)=C(C=C1)[N+]([O-])=O,7.9484973,536.65
CCCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(=CC=C2)C(O)=O,20.494505,536.65
CC(C)(C)NCC(O)COC1=C(C=C(C=C1)C1=NNC(=O)CC1)[N+]([O-])=O,7.1514134,537.15
CCN1C(=CC=CC2=C(C=C(C=C2)[N+]([O-])=O)C#N)C=CC2=CC=CC=C12,6.425741,537.15
CCOC1=CC(=NC(=C1)C1=CC=C(N)C=C1)C(=O)NC1=NN=NN1,19.994347,537.15
OCCNC1=C(C=C(C(C2=NN=C(O2)C2=C(C(NCCO)=C(C=C2[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,11.253338,537.15
CN([N+]([O-])=O)CN1C(N2C=C([N+]([O-])=O)C([N+]([O-])=O)=N2)=C([N+]([O-])=O)C=N1,78.64029,537.15
CC1=C(C)C(=C2C(=O)C3=C(NN=N3)C(=O)C2=C1)[N+]([O-])=O,11.769657,537.65
OC(=O)C1=CN(N=C1C1=CC=C(O1)[N+]([O-])=O)C1=CC=CC=C1,24.560637,537.95
[O-][N+](=O)C1=CC=CC(=C1)C(=O)OC1=CC=CC2=CC3=CC=CC(OC(=O)C4=CC(=CC=C4)[N+]([O-])=O)=C3C(OC(=O)C3=CC(=CC=C3)[N+]([O-])=O)=C12,9.881621,538.15
OCC1=CC=C2OC=C(C3=NN=NN3)C(=O)C2=C1,4.6751585,538.15
CN1C2=C(OC(=CC2=O)C(O)=O)C2=C1C(=CC(=C2)[N+]([O-])=O)[N+]([O-])=O,18.95441,538.15
CNC1=CC=C(C=C1)C1=CC=CC(=N1)C(=O)NC1=NN=NN1,20.980999,538.15
OC(=O)C1=CC=CC(=C1)C1=CC=C(C=C1)[N+]([O-])=O,15.831159,538.15
CC1(C)OC(=O)NC2=C1C=C(C=C2)C1=CC=C(N1)[N+]([O-])=O,16.745611,538.15
O=C(NC1=NN=NN1)C=CC1=CC=NC=C1,26.626015,538.65
COC1=CC=CC(C(=O)NC2=NN=NN2)=C1O,9.313937,539.15
NC(=O)C1=C([O-])N=C[NH+]1CC1=CC=C(C=C1)[N+]([O-])=O,18.601482,539.15
CC(C)C1=NC2=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(=CC=C2)C(O)=O,20.809877,539.15
N1N=NN=C1C1=CC(=NC=C1)C1=NN=NN1,22.1713,539.15
COC1=CC2=C(NC(=O)CN(C2)C(C)=O)C=C1[N+]([O-])=O,4.222529,539.15
CN(C)C1=CC=C(C=C1)C1=CC(C)=CC(=N1)C(=O)NC1=NN=NN1,20.265915,540.15
COC1=C(C=CC(=C1)C(=O)C1=C(C)C(C(=O)OCC2=CC=CC=C2)=C2C=C(N)C=CN12)[N+]([O-])=O,8.8098545,540.15
N/C(N)=C([N+]([O-])=O)\C1=NC=NN1,71.5273,540.15
NN1C=NN=C1N2N=CC3=C2C=C([N+]([O-])=O)C=C3[N+]([O-])=O,24.878223,540.15
NN1C=NN=C1N(N=C2)C3=C2C([N+]([O-])=O)=CC([N+]([O-])=O)=C3,24.87822,540.15
CC1=C2N=CN(C3=NN=NN3)C(=O)C2=CC=C1,12.094791,541.15
O=C(NC1=NN=NN1)C1=NC=CC=C1,25.948711,541.95
CC(C)C1=CC(=NC(=C1)C1=CC=C(N)C=C1)C(=O)NC1=NN=NN1,19.71421,542.15
CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(CCCNC(N)=N[N+]([O-])=O)C2=CC=CC=C12,27.987625,542.15
COC1=CC2=C(CCN(CC2)C2=C(C(=O)NC(C)=N2)[N+]([O-])=O)C=C1OC,7.087865,542.15
[O-][N+](=O)C1=CC=CC(=C1)C1=C2CCNC(=O)C3=CC=CC(N1)=C23,21.71204,542.15
COC1=C(C=C(C=C1)[N+]([O-])=O)C1=CC2=C(C3=C(N2)C=CC(O)=C3)C2=C1C(=O)NC2=O,13.119185,542.15
CCCC1=C(OCC2=CC=CN3C(=O)C(=CN=C23)C2=NN=NN2)C=CC(C(C)=O)=C1O,7.6909146,542.65
CC1=NC(=CN1)C1=C(C=C2NC(=O)C(=NC2=C1)C(O)=O)[N+]([O-])=O,4.6279354,542.65
CC1CCC2=C3N1C=C(C(O)=O)C(=O)C3=CC=C2C1=NN=NN1,8.127493,543.15
COC1=CC(CC2=CN=C(N)N=C2N)=C2C=CC=NC2=C1[N+]([O-])=O,8.78105,543.15
NC1=CC=C(C=C1)C1=CC=CC(=N1)C(=O)NC1=NN=NN1,20.066893,543.65
COC1=CC(=NC(=C1)C1=CC(=CC=C1)[N+]([O-])=O)C(=O)NC1=NN=NN1,23.166656,543.95
CC1=CC(C)=C2C=C(C(=O)NC2=N1)[N+]([O-])=O,7.745579,544.15
CC(C)C1=CC(=NC(=C1)C1=CC=C(C=C1)[N+]([O-])=O)C(=O)NC1=NN=NN1,20.328396,544.15
CCC1=C(CC)C(=C2NC(=O)C(=O)NC2=C1)[N+]([O-])=O,13.87932,544.15
NN1C(C2=NC([N+]([O-])=O)=NN2N)=NC([N+]([O-])=O)=N1,74.66063,544.15
OC1=C(C=C(C=C1)[N+]([O-])=O)C(=O)NC1=NN=NN1,5.4927454,544.65
CN1C(C=NNC(N)=O)=NC=C1[N+]([O-])=O,68.69071,545.65
CNC1=CC=C(C=C1)C1=CC(C)=CC(=N1)C(=O)NC1=NN=NN1,21.14799,545.65
CCNC1=CN=CC(=N1)C(=O)NC1=NN=NN1,30.946701,545.95
CC(C)NC1=CN=CC(=N1)C(=O)NC1=NN=NN1,30.747683,546.15
CC(=O)N(N)C1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O,9.145433,546.15
C(OC1=C2N=CC=CC2=C(C=C1)C1=C(C2=C(O1)C=CC=C2)C1=CC=CC=C1)C1=NN=NN1,8.886681,546.15
CC(C)(C)N1CC(COC2=CC(C=C3NC(=O)NC3=O)=C(C=C2)[N+]([O-])=O)OC1=O,8.42918,547.15
C(CN1C=CN=C1)CC1=CC=C(OCC2=COC(=N2)C2=CC=C(C=C2)C2=NN=NN2)C=C1,20.585934,547.15
NC1=CC=CC(=C1)C1=CC=CC(=N1)C(=O)NC1=NN=NN1,23.592896,547.65
[O-][N+](=O)C1=CN=C(C=C1)C(=O)NC1=NN=NN1,18.23948,547.65
CC1=NC(=CC(C2=CC(=CC=C2)[N+]([O-])=O)=C1C(O)=O)C1=CC=CC=C1,17.670292,548.15
CCOC(=O)NC1=NC(N)=C(C(NC(C)C(O)C2=CC=CC=C2)=C1)[N+]([O-])=O,14.972221,548.15
COC1=C(OC)C=C2C(=C1)N=CN=C2N1CCC2=CC=C(C=C12)[N+]([O-])=O,5.8105707,548.15
O=c1[nH]c(n[nH]1)[N+](=O)[O-],61.35948,548.7
O=[N+](C1=C(N([H])[H])N2N=C([H])N=C2N=N1)[O-],41.621845,548.75
N/C(N)=C([N+]([O-])=O)\C1=NC=NC(N)=N1,61.070724,549.15
O=[N+](C1=NN2C(NC3=C([N+]([O-])=O)C([N+]([O-])=O)=NN3CCC2)=C1[N+]([O-])=O)[O-],72.91666,549.15
CC(C(O)=O)C1=CC(=O)NC2=CC=C(C=C12)[N+]([O-])=O,9.108584,550.15
[O-][N+](=O)C1=CC=CC(=C1)C1=CC=CC(=N1)C(=O)NC1=NN=NN1,23.16597,550.15
CC(=O)NC1=C(C=C2CCCC2=C1)[N+]([O-])=O,14.01669,550.15
OC1=C(C2=NN=NN2C2=NC=CC=C12)[N+]([O-])=O,12.815003,551.15
[H]C(N([N+]([O-])=O)C([H])(N1[N+]([O-])=O)[H])(N(C([H])(N([N+]([O-])=O)C1([H])[H])[H])[N+]([O-])=O)[H],65.58268,551.65
CCCNC1=CN=CC(=N1)C(=O)NC1=NN=NN1,30.965694,551.95
CN1C(=NC=C1[N+]([O-])=O)C1=NN=C(N)N1,75.76747,552.15
CCCCC1=CC(=NC(=C1)C1=CC=C(C=C1)[N+]([O-])=O)C(=O)NC1=NN=NN1,20.328396,552.15
CC1=C(C(C)=C2C(=O)C(=O)NC2=C1)[N+]([O-])=O,20.369698,552.15
CC1=C(NC2=CN=CC(=N2)C(=O)NC2=NN=NN2)C=CC=C1,18.43087,552.65
CC(C)(C)N1C=C(C(O)=O)C2=CC(=CN=C12)[N+]([O-])=O,36.229324,552.65
COC1=CC(=NC(=C1)C1=CC=C(C=C1)[N+]([O-])=O)C(=O)NC1=NN=NN1,20.328396,553.15
O=C1N(C=NC2=CC3=C(OCO3)C=C12)C1=NN=NN1,11.691949,553.15
NNC1=CC=C(C=C1)[N+]([O-])=O,19.435127,553.15
O=[N+](C1=C(C(N(CCC2)N=C3[N+]([O-])=O)=C3[N+]([O-])=O)N2N=C1[N+]([O-])=O)[O-],71.17945,553.15
CN(C)CCC1=C(C(N)=C(C=C1)C(O)=O)[N+]([O-])=O,6.443616,554.15
O=C(NC1=NN=NN1)C=CC1=CNC2=CC=CC=C12,27.409462,554.15
O=C(NC1=NN=NN1)C=CC1=NC2=CC=CC=C2C=C1,14.915888,554.15
NC1=C(C(C(O)=O)=C(C(N)=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,5.724642,554.15
CCCCC1=NC2=C(N1CC1=CC=C3N=C(N(C)C(=O)C3=C1)C1=C(C=CC=C1)C1=NN=NN1)C(=CC=C2)C(O)=O,8.168352,554.15
O=[N+](C(C([N+]([O-])=O)=NN1N=NN=C12)=C2N([H])[H])[O-],29.765053,554.15
CC1=CC=CC(NC2=CN=CC(=N2)C(=O)NC2=NN=NN2)=C1,27.706478,554.35
O=C(NC1=NN=NN1)C1=CC=CO1,68.18355,554.65
CC(C)OC1=C(C=CC=C1)C1=NC=C(C2=NN=NN2)C(=O)N1,17.709053,555.65
OC(=O)C1=CNC2=NC=C(C=C12)[N+]([O-])=O,35.939217,556.65
O=[N+](C1=C2C([N+](C([H])([H])[H])=N1)=N[N+](N=C2N([H])[H])=O)[O-],72.69425,557.05
OC(=O)C1=C(N=[N+]=[N-])C2=CC=CC=C2N=C1,10.320284,557.15
[O-][N+](=O)C1=C(C=C2NC(=O)NC2=O)C=C(C=C1)N1CCCCC1,9.401203,557.15
O=CC1=CC=C2OC=C(C3=NN=NN3)C(=O)C2=C1,4.5677443,557.65
CCCCC1=CN2C(C=C1)=NC=C(C1=NN=NN1)C2=O,22.82576,557.65
CC1=CC(=NC(=C1)C1=CC=C(C=C1)[N+]([O-])=O)C(=O)NC1=NN=NN1,20.328396,557.65
CC1=C(C)C(=C2NC(=O)C(=O)NC2=C1)[N+]([O-])=O,15.055176,558.15
O=[N+](C1=CNN=C1[N+]([O-])=O)[O-],80.45714,558.15
[O-][N+](=O)N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,61.384377,558.2
NNC(=O)C1=CN(N=C1C1=CC=C(O1)[N+]([O-])=O)C1=CC=CC=C1,24.570274,558.65
[O-][N+](=O)C1=CC2=C(C=C1CN1C=CN=C1)N=NN2,13.561171,559.15
CCCC1=C(OCC2=CC=CN3C(=N)C(=CN=C23)C2=NN=NN2)C=CC(C(C)=O)=C1O,7.6909146,559.15
COC1=C(OC)C=C2C(CCN3C(=O)C(=CN=C23)C2=NN=NN2)=C1,7.963259,560.15
OC(=O)C1=CC2=C(OC(=C2C2=CC=CC=C2)[N+]([O-])=O)C2=CC=CC=C12,7.4048805,560.15
COC1=CC(=NC(=C1)C1=CC=C(NC(C)=O)C=C1)C(=O)NC1=NN=NN1,20.987562,560.15
O=[N+](C1=C(N([H])[H])N(N=C1N(C(C([N+]([O-])=O)=C2[H])=C(C([H])=C2[N+]([O-])=O)[N+]([O-])=O)[H])[H])[O-],15.011663,560.15
CCN(CC)CC(=O)N1CCC2=C(C1)C1=C(NC(=O)C(=O)N1)C=C2[N+]([O-])=O,7.805401,560.65
CN1C=C(C2=CC3=CC=CN=C3N2)C2=CC(=CC=C12)C1=NN=NN1C,23.323969,560.65
CCN1C2=C(C=CC=C2)C2=C1C(=O)C=C(O2)C(=O)NC1=NN=NN1,17.911638,561.15
CN1C=C(C=NN2CC(=O)NC2=O)C(=N1)C1=CC=C(O1)[N+]([O-])=O,68.925,562.15
CCC1=CC=CN2C(=O)C(=CN=C12)C1=NN=NN1,23.240076,562.15
CC1=CC(=NC(=C1)C1=CC(=CC=C1)[N+]([O-])=O)C(=O)NC1=NN=NN1,23.166656,562.15
[O-][N+](=O)C1=C(C=C2NC(=O)NC2=O)C=C(C=C1)N1CCCC1,8.961036,562.15
OC(=O)CC1=CC2=C(OC(=C2C2=CC=C(C=C2)C(O)=O)[N+]([O-])=O)C=C1,14.832821,563.15
OC(=O)C1=CC(C(O)=O)=C(C(=C1)C(O)=O)[N+]([O-])=O,9.323046,563.15
CN1C2=C(C=C(C)C=C2)C2=C1C(=O)C=C(O2)C(=O)NC1=NN=NN1,18.051311,563.15
CC1=CC(C2=NN=NN2)=C(O)C(=C1)C(O)=O,5.306075,564.15
O=C1N2C=CC3=C(CCCC3)C2=NC=C1C1=NN=NN1,17.094526,564.15
CC1COC2=C(C=C(C3=C2N1C=C(C(O)=O)C3=O)[N+]([O-])=O)C1=CC=C(C=C1)[N+]([O-])=O,13.496511,564.15
O=C(NC1=NN=NN1)C1=NC(NC2=CC=CC=C2)=CN=C1,28.865974,564.95
CC1=CC=C(NC2=CN=CC(=N2)C(=O)NC2=NN=NN2)C=C1,23.736273,564.95
CN1C(=CN=C1C1=CNN(N)O1)[N+]([O-])=O,78.87677,565.15
COC1=C(C(N)=O)C(=C(OC)C(C(N)=O)=C1[N+]([O-])=O)[N+]([O-])=O,11.258992,565.15
COC1=CC=C(NC2=CN=CC(=N2)C(=O)NC2=NN=NN2)C=C1,21.21437,565.65
O=C(NC1=NN=NN1)C1=NC=CN=C1,32.101543,566.65
CCC1=NC(N)=C2C(=NN(C)C2=N1)C1=CC=C(O1)[N+]([O-])=O,68.3371,567.15
CN1C2=C(OC(=CC2=O)C(=O)NC2=NN=NN2)C2=C1C(=CC(=C2)[N+]([O-])=O)[N+]([O-])=O,17.987068,567.15
COC(=O)C1=C(C)NC2=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)NC=C2,14.358143,567.15
O=C(NC1=NN=NN1)C=CC1=CC=CN=C1,28.23975,567.15
CC1(C)C(=O)NC2=CC=C(C=C12)C1(C=CC=N1)[N+]([O-])=O,24.392467,567.15
OC1=CC(=O)N(C2=CC(=CC=C2)[N+]([O-])=O)C2=NC=CC=C12,12.13689,567.15
COC1=CC(C=C2NC(=O)NC2=O)=C(C=C1)[N+]([O-])=O,8.682394,567.65
CN1C2=C(C=CC=C2)C2=C1C(=O)C=C(O2)C(=O)NC1=NN=NN1,18.059034,568.15
CN1C2=C(C=C(C=C2)[N+]([O-])=O)C2=C1C(=O)C=C(O2)C(=O)NC1=NN=NN1,18.051311,568.15
OC(=O)C1=C2NCCC2=CC(=C1)[N+]([O-])=O,24.809053,568.65
CN(C)CCCC(=O)N1CCC2=C(C1)C1=C(NC(=O)C(=O)N1)C=C2[N+]([O-])=O,7.805401,570.65
NC(=O)C1=CC2=CC=CC(=C2N1)[N+]([O-])=O,30.187906,570.65
CNC(=O)C1=C(OC)C(=C(C(=O)NC)C(OC)=C1[N+]([O-])=O)[N+]([O-])=O,10.169012,571.15
OC1=C(C=NC2=CC=C(C=C12)C1=CC=CC=C1)[N+]([O-])=O,11.152925,571.15
O=[N+](C1=CN(COCN2N=C(C([N+]([O-])=O)=C2)[N+]([O-])=O)N=C1[N+]([O-])=O)[O-],77.44177,571.15
O=[N+](C1=NON=C1C2=NNC(C3=NC(C4=NON=C4[N+]([O-])=O)=NN3)=N2)[O-],79.8835,571.15
CC(O)COC1=CC=CC2=C1C(=O)C=C(O2)C1=NN=NN1,7.7414703,572.15
OC(=O)C1=CC=C(C=C2CCN3C2=NC2=C(C=CC(=C2)[N+]([O-])=O)C3=O)C=C1,7.1188393,572.15
CC1=CC2=NC=C(C3=NN=NN3)C(=O)N2C=C1,22.336433,572.15
O=[N+](C1=NN(COCN2N=C(C=C2[N+]([O-])=O)[N+]([O-])=O)C([N+]([O-])=O)=C1)[O-],78.38485,572.15
CN1N=NC(=N1)C1=CC=C2N(C)C=C(C3=CC4=CC=CN=C4N3)C2=C1,25.263107,572.65
CN1N=C(C2=CC=C(O2)[N+]([O-])=O)C2=C(N)N=C(C)N=C12,68.3371,573.15
OC(=O)C1=CC=C(C=C1)N1C(=O)C2=CC=CC(N=[N+]=[N-])=C2C1=O,14.214767,573.15
CN1C(=O)C(=O)NC2=C1C1=C(C(=CC=C1)[N+]([O-])=O)C(=C2)[N+]([O-])=O,8.785404,573.15
CC1=CN2C=CC=C(C2=N1)[N+]([O-])=O,31.63096,573.15
[O-][N+](=O)C1=C(C=C2N3C(=O)NN=C3C(=O)NC2=C1)N1C=CN=C1,2.5558426,573.15
[O-][N+](=O)C1=C(C=C2N3C(=O)NN=C3C(=O)NC2=C1)N1C=NC2=C1C=CC=C2,1.8745341,573.15
OC(=O)CCC1=NN=C2N1C1=CC=C(C=C1NC2=O)[N+]([O-])=O,11.052129,573.15
CCC1=NC2=CC=NN2C(NC2=CC=C(C=C2)C(=O)NC2=C(C=CC=C2)C2=NN=NN2)=C1,14.783727,573.15
[O-][N+](=O)C1=CC=CC2=C1C(=O)C1=C(N3C=CC=CC3=N1)C2=O,12.948023,573.15
OC(=O)C1=CC=C(NC(=O)NCC2=CNC(=N2)C2=C(C=C3NC(=O)C(=NC3=C2)C(O)=O)[N+]([O-])=O)C=C1,5.0458174,573.15
